Event Name,Event Date,Event Location,Event Type,Event Region,Location Longitude,Location Latitude,Temperature,Min Temperature,Max Temperature,Humidity,Description,Weather Description
Al Young’s 1970 Dodge Challenger Drag Racer,Now through 3/31/2024,Museum of History & Industry,Museums,Queen Anne / Seattle Center,-122.3367506,47.6275114,5.09,3.27,8.02,90,overcast clouds,overcast clouds
Shine On Seattle,Now through 3/31/2024,Pioneer Square,Festivals & Special Events,Pioneer Square,-122.67929660431365,45.5189007,4.97,2.57,8.51,91,overcast clouds,light rain
Exhibition Tour: Calder,Now through 3/31/2024,Seattle Art Museum,Museums,Downtown,-122.3385575,47.6077008,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Public Tour: Highlights from SAM’s Collection,Now through 3/31/2024,Seattle Art Museum,Museums,Downtown,-122.3385575,47.6077008,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Public Tour: Journeys Through Time and Space,Now through 3/31/2024,Seattle Asian Art Museum,Museums,Capitol Hill / Central District,-122.31413540328062,47.63029565,4.28,2.44,7.16,91,light rain,overcast clouds
Sanctuary City,3/1/2024 through 3/31/2024,Seattle Rep,Theatre,Queen Anne / Seattle Center,-122.3285576,47.6145597,4.81,2.94,7.65,90,overcast clouds,light rain
Stew,3/15/2024 through 3/31/2024,ACT Theatre,Theatre,Downtown,-122.3323262,47.6108495,4.81,2.94,7.65,90,overcast clouds,light rain
Sakura-Con 2024,3/29/2024 through 3/31/2024,Seattle Convention Center,Festivals & Special Events,Downtown,-122.33156275066185,47.61175385,4.81,2.94,7.65,90,overcast clouds,light rain
Joey Harkum,4/2/2024,High Dive,Music,Fremont / Ballard,-93.631911,41.7111511,1.5,0.34,2.17,45,broken clouds,scattered clouds
Luis Miguel,4/4/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Taylor Raven and Duke Kim in Recital,4/4/2024,Opera Center,Music,Queen Anne / Seattle Center,26.079138268508792,44.43358325,7.35,5.62,9.42,67,clear sky,clear sky
Jo Koy,4/5/2024,Climate Pledge Arena,Theatre,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Copland Appalachian Spring,4/4/2024 through 4/6/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Red Bull Lords of Floor,4/6/2024,WaMu Theater,Dance,Pioneer Square,-122.3329041,47.593154,5.21,3.25,8.02,90,overcast clouds,overcast clouds
Seattle Sounders FC vs. CF Montreal,4/6/2024,Lumen Field,Sports,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,89,overcast clouds,overcast clouds
Tom Segura,4/6/2024,Climate Pledge Arena,Theatre,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
La Vaughn Belle: A History of Unruly Returns,Now through 4/7/2024,National Nordic Museum,Museums,Fremont / Ballard,-122.39177949359151,47.6683615,4.85,3.25,7.69,92,overcast clouds,light rain
Beetlejuice,4/2/2024 through 4/7/2024,The Paramount Theatre,Theatre,Downtown,-73.42561952873208,40.8697559,0.88,-0.14,2.35,66,clear sky,clear sky
Seattle Kraken vs. Arizona Coyotes,4/9/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Kraken vs. San Jose Sharks,4/11/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
The Percussion: Sounds from Home,4/12/2024 through 4/13/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Honoring 50 Years of Papunya Tula Painting,Now through 4/14/2024,Seattle Art Museum,Museums,Downtown,-122.3385575,47.6077008,4.97,3.07,7.84,89,overcast clouds,overcast clouds
The Moors,3/22/2024 through 4/14/2024,Seattle Public Theater,Theatre,Wallingford / Greenlake,-122.3398325,47.6821341,4.55,2.92,7.36,92,overcast clouds,light rain
Mahler Symphony No. 3,4/11/2024 through 4/14/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Festal: Seattle Cherry Blossom & Japanese Cultural Festival,4/12/2024 through 4/14/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
Best of the Northwest Spring Show,4/13/2024 through 4/14/2024,Magnuson Park,Festivals & Special Events,University District,-122.25462087672659,47.6819164,4.94,3.21,7.73,91,overcast clouds,overcast clouds
An Evening with Jinjoo Cho,4/19/2024,415 Westlake,Music,Queen Anne / Seattle Center,-121.5253351,38.5997628,17.05,16.08,18.21,57,few clouds,few clouds
Dvorak Symphony No. 6,4/18/2024 through 4/20/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Seattle Sounders FC vs. Vancouver Whitecaps FC,4/20/2024,Lumen Field,Sports,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
The Seasons’ Canon,4/12/2024 through 4/21/2024,Marion Oliver McCaw Hall,Dance,Queen Anne / Seattle Center,-122.35038850536958,47.62397705,4.87,3.05,7.77,90,overcast clouds,light rain
DRUM TAO 30th Anniversary,4/22/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
AJR,4/26/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Restaurant Week,4/14/2024 through 4/27/2024,"Seattle, WA",Festivals & Special Events,Downtown,-122.330062,47.6038321,5.22,3.26,8.03,90,overcast clouds,overcast clouds
Disney’s Aladdin,4/24/2024 through 4/28/2024,The Paramount Theatre,Theatre,Downtown,-73.42561952873208,40.8697559,0.88,-0.14,2.35,66,clear sky,clear sky
Antarctic Symphony,4/25/2024 through 4/28/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Skagit Valley Tulip Festival,4/1/2024 through 4/30/2024,Skagit Valley Tulip Festival,Festivals & Special Events,North,-122.3380122,48.4176355,5.76,3.83,6.83,78,overcast clouds,overcast clouds
My Dinner with SAM,5/2/2024,Olympic Sculpture Park,Museums,Downtown,-122.35431328817567,47.6162378,4.87,3.05,7.77,90,overcast clouds,light rain
Noah Geller’s Playlist,5/3/2024 through 5/4/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Broadway Spectacular,5/4/2024,Cornish Playhouse at Seattle Center,Music,Queen Anne / Seattle Center,,,Not found,Not found,Not found,Not found,Not found,
Festal: Asian Pacific Islander Heritage Month Celebration,5/4/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
Opening Day of Boating Season,5/4/2024,Seattle Yacht Club,Festivals & Special Events,University District,-122.30860586841534,47.64534825,5.04,3.24,7.96,91,light rain,overcast clouds
Jessica Jackson Hutchins: Wrecked and Righteous,Now through 5/5/2024,Frye Art Museum,Museums,Capitol Hill / Central District,-122.32405377084555,47.60719095,4.56,2.64,7.36,90,overcast clouds,overcast clouds
The Lion Tells His Tale,5/1/2024 through 5/5/2024,Broadway Performance Hall,Theatre,Capitol Hill / Central District,-122.32186077039998,47.6158151,4.54,2.66,7.38,90,overcast clouds,light rain
Seattle Sounders FC vs. LA Galaxy,5/5/2024,Lumen Field,Sports,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
Melanie Martinez,5/10/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Festal: Spirit of Africa,5/11/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
"Guma’ Gela:  Part Land, Part Sea, All Ancestry",Now through 5/12/2024,Wing Luke Museum,Museums,International District,-122.3228705,47.5982461,4.87,2.91,7.68,90,light rain,overcast clouds
Jaune Quick-to-See Smith: Memory Map,2/29/2024 through 5/12/2024,Seattle Art Museum,Museums,Downtown,-122.3385575,47.6077008,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Fat Ham,4/12/2024 through 5/12/2024,Seattle Rep,Theatre,Queen Anne / Seattle Center,-122.3285576,47.6145597,4.81,2.94,7.65,90,overcast clouds,light rain
A Tale of Peter Rabbit,4/25/2024 through 5/12/2024,Seattle Children's Theatre,Theatre,Queen Anne / Seattle Center,-122.35225726215312,47.6204553,4.87,3.05,7.77,90,overcast clouds,light rain
The Lehman Trilogy,4/26/2024 through 5/12/2024,ACT Theatre,Theatre,Downtown,-122.3323262,47.6108495,4.81,2.94,7.65,90,overcast clouds,light rain
The Untold Story of Sharks | National Geographic Live,5/12/2024 through 5/14/2024,Benaroya Hall,Readings & Lectures,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Seattle Storm vs Minnesota Lynx,5/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
The Rolling Stones,5/15/2024,Lumen Field,Music,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
Mother,5/17/2024,415 Westlake,Music,Queen Anne / Seattle Center,-121.5253351,38.5997628,17.05,16.08,18.21,57,few clouds,few clouds
Barber Violin Concerto,5/16/2024 through 5/18/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Festal: A Glimpse of China – Seattle Chinese Culture & Arts Festival,5/18/2024,"Seattle, WA",Festivals & Special Events,Downtown,-122.330062,47.6038321,5.22,3.26,8.03,90,overcast clouds,overcast clouds
Seattle Sounders FC vs. Vancouver Whitecaps FC,5/18/2024,Lumen Field,Sports,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
Seattle International Film Festival,5/9/2024 through 5/19/2024,"Seattle, WA",Festivals & Special Events,Downtown,-122.330062,47.6038321,5.22,3.26,8.03,90,overcast clouds,overcast clouds
U District Street Fair,5/18/2024 through 5/19/2024,"Seattle, WA",Festivals & Special Events,Downtown,-122.330062,47.6038321,5.22,3.26,8.03,90,overcast clouds,overcast clouds
Madness,5/22/2024,WaMu Theater,Music,Pioneer Square,-122.3329041,47.593154,5.21,3.25,8.02,90,overcast clouds,overcast clouds
Seattle Storm vs. Indiana Fever,5/22/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
The Barber of Seville,5/4/2024 through 5/24/2024,Marion Oliver McCaw Hall,Music,Queen Anne / Seattle Center,-122.35038850536958,47.62397705,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Storm vs. Washington Mystics,5/25/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
53rd Annual Northwest Folklife Festival,5/24/2024 through 5/27/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Sounders FC vs. Real Salt Lake,5/29/2024,Lumen Field,Sports,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
Caifanes and Cafe Tacvba,5/30/2024,WaMu Theater,Music,Pioneer Square,-122.3329041,47.593154,5.21,3.25,8.02,90,overcast clouds,overcast clouds
Unriveled,5/10/2024 through 6/2/2024,Seattle Public Theater,Theatre,Wallingford / Greenlake,-122.3398325,47.6821341,4.55,2.92,7.36,92,overcast clouds,light rain
Festal: Pagdiriwang Philippine Festival,6/1/2024 through 6/2/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Storm vs. Phoenix Mercury,6/4/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Festal: Indigenous People Festival,6/8/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
George Balenchine’s Coppelia,5/31/2024 through 6/9/2024,Marion Oliver McCaw Hall,Dance,Queen Anne / Seattle Center,-122.35038850536958,47.62397705,4.87,3.05,7.77,90,overcast clouds,light rain
Jan Lisiecki Plays Prokofiev,6/6/2024 through 6/9/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Seattle Storm vs. Los Angeles Sparks,6/11/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Third Eye Blind,6/13/2024,WaMu Theater,Music,Pioneer Square,-122.3329041,47.593154,5.21,3.25,8.02,90,overcast clouds,overcast clouds
Beethoven Symphony No. 5,6/13/2024 through 6/15/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Elizabeth Malaska: All Be Your Mirror,Now through 6/16/2024,Seattle Art Museum,Museums,Downtown,-122.3385575,47.6077008,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Joshua Bell Plays Elements Concerto,6/20/2024 through 6/22/2024,Benaroya Hall,Music,Downtown,-122.33697040702705,47.60811665,4.97,3.07,7.84,89,overcast clouds,overcast clouds
Festal: Seattle Iranian Festival,6/22/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Sounders FC vs. Minnesota United FC,6/22/2024,Lumen Field,Sports,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
"Together Again, Again!",5/31/2024 through 6/23/2024,Seattle Rep,Theatre,Queen Anne / Seattle Center,-122.3285576,47.6145597,4.81,2.94,7.65,90,overcast clouds,light rain
2024 KPMG Women’s PGA Championship,6/20/2024 through 6/23/2024,Sahalee Country Club,Sports,Bellevue / Eastside,-122.05701598333333,47.6348885,4.45,2.3,6.98,86,overcast clouds,overcast clouds
Lip Sync for Our Rights,6/22/2024 through 6/23/2024,Marion Oliver McCaw Hall,Music,Queen Anne / Seattle Center,-122.35038850536958,47.62397705,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Storm vs. Connecticut Sun,6/23/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Storm vs. Indiana Fever,6/27/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Company,6/23/2024 through 6/28/2024,The Paramount Theatre,Music,Downtown,-73.42561952873208,40.8697559,0.88,-0.14,2.35,66,clear sky,clear sky
Seattle Storm vs. Dallas Wings,6/29/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Sounders FC vs. Chicago Fire FC,6/29/2024,Lumen Field,Sports,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
2024 University of Washington MFA + MDes Thesis Exhibition,5/24/2024 through 6/30/2024,Henry Art Gallery,Museums,University District,-122.31173279895636,47.6565246,4.7,2.97,7.49,91,overcast clouds,overcast clouds
Spring Awakening,6/7/2024 through 6/30/2024,The 5th Avenue Theatre,Theatre,Downtown,-75.1300389,39.7329068,2.8,1.53,3.96,63,broken clouds,broken clouds
Girl From The North Country,6/25/2024 through 6/30/2024,The Paramount Theatre,Music,Downtown,-73.42561952873208,40.8697559,0.88,-0.14,2.35,66,clear sky,clear sky
Seattle Storm vs Dallas Wings,7/1/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Storm vs. Chicago Sky,7/5/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Sounders FC vs. New England Revolution,7/6/2024,Lumen Field,Sports,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
"Anida Yoeu Ali: Hybrid Skin, Mythical Presence",Now through 7/7/2024,Seattle Asian Art Museum,Museums,Capitol Hill / Central District,-122.31413540328062,47.63029565,4.28,2.44,7.16,91,light rain,overcast clouds
Seattle Storm vs.Chicago Sky,7/7/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Storm vs. Las Vegas Aces,7/10/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Storm vs. Minnesota Lynx,7/12/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Festal: Polish Festival Seattle,7/13/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
Kenny Chesney with Zac Brown Band,7/13/2024,Lumen Field,Music,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
Seattle Storm vs. Atlanta Dream,7/14/2024,Climate Pledge Arena,Sports,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Seattle Sounders FC vs. St. Louis SC,7/17/2024,Lumen Field,Sports,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
Seattle Sounders FC vs. Los Angeles FC,7/20/2024,Lumen Field,Sports,Pioneer Square,-122.33164431196111,47.5953459,5.22,3.26,8.03,90,overcast clouds,overcast clouds
Nordic Utopia: African Americans in the 20th Century,3/22/2024 through 7/21/2024,National Nordic Museum,Museums,Fremont / Ballard,-122.39177949359151,47.6683615,4.85,3.25,7.69,92,overcast clouds,light rain
Clue,7/9/2024 through 7/21/2024,The 5th Avenue Theatre,Theatre,Downtown,-75.1300389,39.7329068,2.8,1.53,3.96,63,broken clouds,broken clouds
"Be Water, My Friend: The Teachings Of Bruce Lee",Now through 7/28/2024,Wing Luke Museum,Museums,International District,-122.3228705,47.5982461,4.87,2.91,7.68,90,light rain,overcast clouds
Festal: Seattle Arab Festival,7/27/2024 through 7/28/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
Olivia Rodrigo,8/6/2024 through 8/7/2024,Climate Pledge Arena,Music,Queen Anne / Seattle Center,-122.353990491486,47.6219014,4.87,3.05,7.77,90,overcast clouds,light rain
Festal: Tibet Fest,8/10/2024 through 8/11/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
Festal: BrasilFest,8/18/2024,Seattle Center,Festivals & Special Events,Queen Anne / Seattle Center,-122.34974101387942,47.621255,4.87,3.05,7.77,90,overcast clouds,light rain
Festal: Festival Sundiata presents Black Arts Fest,8/23/2024 through 8/24/2024,"Seattle, WA",Festivals & Special Events,Downtown,-122.330062,47.6038321,5.22,3.26,8.03,90,overcast clouds,overcast clouds
